frame_idx,track_id,similarity_score,bbox_x1,bbox_y1,bbox_x2,bbox_y2
181,25,0.738,913,445,1034,787
181,26,0.598,1005,416,1117,750
181,27,0.6402,760,369,895,832
182,1,0.6955,135,461,221,709
182,2,0.7353,237,463,319,704
182,7,0.7889,317,445,407,704
182,15,0.4996,491,345,728,889
182,6,0.6595,1398,289,1638,993
182,9,0.6043,1161,214,1398,1055
182,24,0.6951,1634,435,1771,787
182,25,0.7182,916,443,1036,786
182,26,0.6136,1005,419,1109,744
182,27,0.6336,762,370,892,836
183,1,0.692,134,461,223,707
183,2,0.7367,234,463,319,704
183,7,0.7956,317,444,407,704
183,15,0.5028,493,346,727,886
183,6,0.6533,1460,288,1652,1003
183,9,0.6077,1166,208,1405,1056
183,24,0.6866,1630,437,1771,786
183,25,0.737,918,445,1040,785
183,26,0.6332,1006,421,1106,741
183,27,0.6278,762,369,895,840
184,1,0.6603,135,462,222,704
184,2,0.7262,234,463,319,704
184,7,0.7699,316,446,408,707
184,15,0.5118,494,345,726,882
184,6,0.6554,1470,286,1679,1007
184,9,0.6083,1174,198,1418,1055
184,24,0.6997,1636,435,1773,786
184,25,0.7452,916,446,1042,785
184,26,0.5911,1007,421,1102,737
184,27,0.63,761,363,891,836
185,1,0.6724,135,462,219,703
185,2,0.7213,236,464,318,703
185,7,0.7934,316,450,408,706
185,15,0.5327,496,343,723,874
185,6,0.6417,1477,289,1713,1003
185,9,0.6288,1182,196,1432,1054
185,24,0.6842,1643,437,1767,786
185,25,0.7583,915,441,1045,786
185,26,0.618,1007,423,1100,741
185,27,0.6336,764,358,901,840
186,1,0.6667,135,462,217,703
186,2,0.7231,234,464,317,701
186,7,0.8001,316,449,405,703
186,15,0.5287,496,344,721,864
186,6,0.6504,1470,289,1741,1012
186,9,0.634,1191,195,1442,1057
186,24,0.682,1648,436,1765,785
186,25,0.7201,914,436,1047,784
186,26,0.586,1008,423,1098,734
186,27,0.6351,767,355,913,836
187,1,0.6712,134,461,217,703
187,2,0.7534,236,464,315,702
187,7,0.8058,316,448,405,703
187,15,0.5294,498,344,720,859
187,6,0.6519,1476,289,1755,1019
187,9,0.6538,1200,193,1480,1068
187,24,0.6342,1654,438,1764,786
187,25,0.7334,918,434,1045,784
187,26,0.6051,1009,426,1096,734
187,27,0.6353,777,356,916,840
188,1,0.6705,135,461,218,703
188,2,0.7272,236,465,313,702
188,7,0.8077,314,452,407,705
188,15,0.5224,499,344,719,857
188,6,0.6274,1476,286,1760,1028
188,9,0.6723,1203,190,1530,1073
188,24,0.6369,1661,433,1763,779
188,25,0.7393,920,433,1042,786
188,26,0.5949,1010,430,1090,727
188,27,0.6355,787,351,926,838
189,1,0.6592,134,461,220,704
189,2,0.7144,236,467,314,701
189,7,0.798,316,454,408,705
189,15,0.5227,503,346,719,858
189,6,0.6346,1482,286,1765,1038
189,9,0.6619,1210,184,1573,1076
189,25,0.7306,918,432,1044,788
189,27,0.6377,793,346,928,837
190,1,0.6646,135,462,221,704
190,2,0.7174,235,468,313,702
190,7,0.8166,317,457,407,705
190,15,0.5048,509,348,717,857
190,6,0.6305,1489,286,1767,1038
190,9,0.6342,1227,183,1605,1078
190,25,0.7466,921,431,1043,789
190,27,0.6356,798,345,933,838
191,1,0.6458,135,462,221,701
191,2,0.7313,234,472,312,702
191,7,0.817,317,459,407,705
191,15,0.5011,514,350,716,857
191,6,0.6285,1514,284,1781,1038
191,9,0.5938,1232,187,1619,1080
191,25,0.7627,918,432,1046,790
191,27,0.6402,801,347,935,838
192,1,0.6508,136,464,221,701
192,2,0.7457,234,474,311,703
192,7,0.8111,317,461,407,705
192,15,0.5038,518,351,715,857
192,6,0.6381,1540,278,1789,1039
192,9,0.6158,1236,189,1600,1074
192,25,0.7345,916,430,1056,791
192,27,0.6319,800,348,941,844
193,1,0.6484,136,464,221,699
193,2,0.7564,232,475,312,704
193,7,0.8134,317,460,407,705
193,15,0.5059,524,353,715,857
193,6,0.6429,1548,274,1798,1040
193,9,0.61,1241,190,1570,1077
193,25,0.7105,909,428,1067,792
193,27,0.6363,805,347,944,847
194,1,0.6471,136,464,220,699
194,2,0.7588,232,476,313,704
194,7,0.8265,317,463,406,705
194,15,0.5172,526,354,711,857
194,6,0.6382,1549,264,1814,1038
194,9,0.6252,1269,188,1552,1076
194,25,0.6948,905,433,1068,795
194,27,0.6283,811,347,946,851
195,1,0.6523,137,465,220,699
195,2,0.731,232,472,312,704
195,7,0.8056,316,462,406,705
195,15,0.5061,526,358,713,856
195,6,0.6382,1550,261,1848,1038
195,9,0.6352,1274,187,1555,1074
195,25,0.7198,924,434,1067,796
195,27,0.6404,813,346,949,848
196,1,0.6653,137,466,218,699
196,2,0.7261,232,471,313,703
196,7,0.8153,315,459,406,705
196,15,0.504,525,361,708,853
196,6,0.636,1552,258,1858,1037
196,9,0.6331,1303,166,1573,1076
196,25,0.7389,930,437,1068,797
196,27,0.6562,814,347,950,849
197,1,0.663,137,468,215,699
197,2,0.7107,231,470,312,701
197,7,0.8045,314,457,406,704
197,15,0.5138,523,360,705,852
197,6,0.633,1567,259,1870,1041
197,9,0.6624,1288,172,1584,1075
197,25,0.7362,929,438,1066,797
197,27,0.6508,816,349,953,852
197,28,0.7345,747,459,834,726
198,1,0.6621,138,469,215,699
198,2,0.6976,229,469,313,700
198,7,0.813,314,457,406,704
198,15,0.5204,520,362,703,850
198,6,0.6384,1585,258,1901,1057
198,9,0.6474,1333,163,1596,1079
198,25,0.7222,929,437,1068,797
198,27,0.6358,818,350,957,851
198,28,0.7415,732,455,832,728
199,1,0.6574,138,469,215,698
199,2,0.6873,226,468,314,698
199,7,0.8001,314,456,405,702
199,15,0.533,514,363,701,849
199,6,0.6375,1598,256,1918,1059
199,9,0.6468,1341,159,1611,1079
199,25,0.7247,938,435,1077,793
199,27,0.6513,820,350,961,861
199,28,0.7301,727,451,830,727
200,1,0.6982,139,467,215,697
200,2,0.6981,227,468,314,696
200,7,0.7985,315,455,406,700
200,15,0.5427,509,363,701,846
200,6,0.6357,1610,256,1920,1064
200,9,0.6328,1353,157,1628,1079
200,25,0.731,947,434,1081,793
200,27,0.6425,821,348,964,856
200,28,0.7625,725,454,828,726
201,1,0.6997,139,467,215,695
201,2,0.7047,227,468,314,695
201,7,0.7959,315,455,405,699
201,15,0.5276,498,365,699,847
201,6,0.6217,1622,258,1920,1042
201,9,0.6542,1371,154,1638,1075
201,25,0.7407,958,436,1092,793
201,27,0.6401,823,346,966,866
201,28,0.7353,721,457,827,724
202,1,0.6767,138,466,213,693
202,2,0.7174,227,469,314,695
202,7,0.8007,315,454,406,700
202,15,0.5321,497,365,698,841
202,6,0.6214,1633,257,1920,1037
202,9,0.6754,1387,148,1650,1076
202,25,0.7363,959,433,1096,793
202,27,0.6339,825,345,968,872
202,28,0.7357,718,460,826,723
203,1,0.6745,139,465,212,693
203,2,0.6962,227,469,314,693
203,7,0.8067,315,454,406,700
203,15,0.5336,494,366,696,833
203,6,0.6424,1645,255,1920,1038
203,9,0.6542,1399,146,1676,1073
203,25,0.7477,963,433,1097,797
203,27,0.6348,824,336,976,871
203,28,0.7308,714,462,825,722
204,1,0.668,137,464,212,693
204,2,0.681,227,470,313,690
204,7,0.8073,315,454,405,700
204,15,0.538,493,365,694,830
204,6,0.6595,1654,253,1920,1037
204,9,0.6381,1414,135,1719,1077
204,25,0.7462,969,428,1103,798
204,27,0.6429,823,328,980,874
204,28,0.7217,703,465,821,721
205,1,0.6787,137,463,212,693
205,2,0.6744,228,472,314,688
205,7,0.7975,314,455,403,698
205,15,0.5384,490,365,694,828
205,6,0.6668,1663,248,1920,1037
205,9,0.6228,1431,127,1744,1076
205,25,0.7637,972,426,1110,803
205,27,0.6395,821,326,983,875
205,28,0.7127,695,466,816,719
206,1,0.6537,135,462,212,693
206,2,0.6909,228,471,313,689
206,7,0.787,314,456,403,696
206,15,0.5384,489,364,691,829
206,6,0.6348,1685,241,1920,1037
206,9,0.6453,1446,128,1766,1077
206,25,0.7587,975,424,1112,800
206,27,0.6444,837,322,990,877
206,28,0.7389,694,463,811,718
207,1,0.6658,136,463,212,693
207,2,0.6664,227,469,309,691
207,7,0.7928,314,456,405,694
207,15,0.5557,486,363,692,827
207,6,0.6011,1710,237,1920,1030
207,9,0.6625,1460,130,1764,1078
207,25,0.7278,983,422,1112,800
207,27,0.634,842,323,994,872
207,28,0.7314,695,463,809,716
208,1,0.6684,137,463,212,691
208,2,0.6542,227,469,308,690
208,7,0.7891,314,459,401,694
208,15,0.5508,485,361,690,828
208,6,0.606,1731,136,1920,1036
208,9,0.6609,1463,128,1783,1079
208,25,0.7136,992,423,1116,803
208,27,0.6207,845,323,996,869
208,28,0.7019,697,460,806,713
209,1,0.6572,138,464,212,691
209,2,0.6588,226,469,308,693
209,7,0.7949,313,459,401,696
209,15,0.5447,485,360,689,825
209,6,0.6068,1760,46,1920,1042
209,9,0.6615,1468,117,1797,1076
209,25,0.7273,998,426,1116,806
209,27,0.6444,851,320,994,874
209,28,0.7067,698,458,799,713
210,1,0.6548,139,466,212,691
210,2,0.6541,225,469,307,695
210,7,0.7929,315,461,399,695
210,15,0.5319,485,365,687,822
210,6,0.5922,1732,20,1920,1059
210,9,0.663,1513,117,1811,1073
210,25,0.7467,1002,426,1121,809
210,27,0.6328,852,321,1002,876
210,28,0.7448,695,458,793,714
211,1,0.6665,137,468,211,691
211,2,0.6692,224,469,306,695
211,7,0.796,315,466,394,692
211,15,0.5202,485,366,681,822
211,6,0.6111,1699,5,1919,1064
211,9,0.689,1529,113,1812,1068
211,25,0.751,1008,426,1122,810
211,27,0.6315,851,320,1016,882
211,28,0.7211,695,460,790,714
212,1,0.6438,137,469,211,692
212,2,0.6678,224,469,306,695
212,7,0.8069,313,467,392,693
212,15,0.4997,485,371,682,824
212,6,0.5942,1660,0,1920,1061
212,9,0.7321,1535,110,1777,1057
212,25,0.7547,1013,424,1129,816
212,27,0.6241,853,320,1026,882
212,28,0.6854,695,461,788,713
213,1,0.6549,138,470,210,692
213,2,0.6621,225,470,306,695
213,7,0.8236,316,467,393,693
213,15,0.4989,484,375,681,823
213,6,0.5801,1548,4,1919,1068
213,25,0.7246,1016,428,1140,814
213,27,0.6204,862,320,1035,885
213,28,0.6916,694,462,784,712
214,1,0.6582,137,470,211,693
214,2,0.6719,225,470,301,694
214,7,0.8276,317,467,394,694
214,15,0.5033,485,378,680,824
214,6,0.5305,1541,2,1918,1064
214,25,0.746,1018,429,1157,819
214,27,0.6222,865,320,1044,892
214,28,0.6391,690,467,781,709
215,1,0.6582,138,470,211,693
215,2,0.6853,223,471,299,692
215,7,0.8248,315,466,394,694
215,15,0.5036,483,380,678,823
215,6,0.5292,1527,3,1918,1067
215,25,0.7496,1019,423,1149,819
215,27,0.6286,867,320,1048,897
215,28,0.6505,682,468,778,711
216,1,0.659,140,469,212,693
216,2,0.6692,223,470,297,691
216,7,0.8252,315,467,395,693
216,15,0.4853,482,380,677,825
216,6,0.5355,1502,4,1918,1064
216,25,0.7589,1020,423,1161,819
216,27,0.6256,867,319,1049,899
216,28,0.6344,679,477,775,711
217,1,0.6566,139,469,212,693
217,2,0.6838,221,471,296,692
217,7,0.8319,317,469,396,691
217,15,0.5083,481,381,673,826
217,6,0.5365,1477,3,1918,1062
217,25,0.7466,1020,424,1170,822
217,27,0.6123,868,318,1054,905
217,28,0.6131,674,484,775,712
217,29,0.7161,1402,434,1534,748
218,1,0.6387,139,470,214,692
218,2,0.6916,219,469,298,691
218,7,0.8288,317,469,396,688
218,15,0.517,481,380,676,820
218,6,0.5305,1455,6,1918,1066
218,25,0.7512,1025,422,1173,824
218,27,0.6075,872,318,1054,909
218,28,0.6258,671,486,770,714
218,29,0.6859,1408,423,1518,748
219,1,0.651,139,473,216,691
219,2,0.6701,220,469,299,689
219,7,0.8015,317,468,395,687
219,15,0.5052,482,381,677,815
219,6,0.5266,1428,7,1918,1066
219,25,0.7339,1028,420,1188,822
219,27,0.5995,875,319,1057,911
219,28,0.6378,668,485,765,715
220,1,0.6388,139,473,217,689
220,2,0.6942,220,470,298,689
220,7,0.797,317,468,398,686
220,15,0.5261,482,380,673,811
220,6,0.517,1413,6,1918,1065
220,25,0.7266,1032,422,1196,819
220,27,0.6002,884,317,1060,912
220,28,0.6368,665,482,766,713
220,30,0.4641,1231,460,1327,712
221,1,0.637,139,471,218,688
221,2,0.682,220,470,298,686
221,7,0.7744,317,468,399,684
221,15,0.5256,484,380,669,808
221,6,0.5156,1389,6,1919,1064
221,25,0.7216,1034,419,1207,819
221,27,0.6063,891,312,1064,913
221,28,0.6724,665,482,763,713
221,30,0.472,1231,461,1318,711
222,1,0.6341,139,470,219,688
222,2,0.6784,222,471,299,685
222,7,0.8026,315,467,398,685
222,15,0.5237,485,380,664,807
222,6,0.5251,1365,7,1919,1066
222,25,0.7307,1041,419,1207,819
222,27,0.6151,899,308,1071,913
222,28,0.658,663,480,757,712
222,30,0.4774,1230,461,1311,711
223,1,0.6094,139,470,220,688
223,2,0.6689,223,471,299,686
223,7,0.7929,315,466,399,687
223,15,0.5246,485,380,663,805
223,6,0.5229,1338,7,1917,1067
223,25,0.7297,1053,419,1197,820
223,27,0.6128,905,307,1080,913
223,28,0.6283,661,482,754,710
223,30,0.4815,1229,460,1307,710
224,1,0.6065,140,471,220,688
224,2,0.6907,224,474,299,687
224,7,0.7751,314,468,400,687
224,15,0.5233,488,381,661,805
224,6,0.4963,1299,5,1898,1066
224,25,0.7421,1054,416,1194,822
224,27,0.6177,910,303,1083,912
224,28,0.6251,659,482,751,708
224,30,0.4896,1224,460,1303,710
224,9,0.6392,1794,38,1919,1063
225,1,0.5988,139,471,221,688
225,2,0.6852,224,474,299,689
225,7,0.7904,316,467,404,687
225,15,0.5174,490,380,660,805
225,6,0.5112,1261,4,1884,1067
225,25,0.7494,1059,414,1203,823
225,27,0.6115,917,298,1090,913
225,28,0.6032,657,482,743,708
225,30,0.4784,1224,459,1301,707
225,32,0.4858,839,428,933,725
225,9,0.5002,1781,49,1920,850
226,1,0.5999,142,472,223,690
226,2,0.7184,224,475,299,692
226,7,0.7732,316,468,406,686
226,15,0.5215,493,382,659,805
226,6,0.5023,1225,7,1847,1068
226,25,0.7715,1065,412,1216,827
226,27,0.6069,924,295,1095,914
226,28,0.6015,654,481,737,707
226,30,0.4764,1223,460,1301,691
226,32,0.4452,833,435,928,719
226,9,0.5689,1808,60,1920,823
227,1,0.6034,144,472,223,689
227,2,0.7205,224,475,300,692
227,7,0.778,316,467,405,686
227,15,0.531,492,383,657,804
227,6,0.5045,1194,8,1795,1066
227,25,0.7507,1072,414,1229,832
227,27,0.5992,929,292,1101,915
227,28,0.6145,649,478,731,707
227,32,0.4794,830,438,922,725
227,9,0.5459,1820,177,1920,816
228,1,0.5922,141,472,222,686
228,2,0.6867,224,475,300,692
228,7,0.78,315,467,406,686
228,15,0.5225,494,387,655,803
228,6,0.4897,1154,7,1753,1068
228,25,0.7225,1072,416,1201,825
228,27,0.6123,937,291,1107,920
228,28,0.6342,646,479,726,705
228,32,0.4856,827,435,919,726
228,9,0.6046,1842,233,1920,782
229,1,0.6163,141,473,221,684
229,2,0.6753,226,475,300,691
229,7,0.7827,313,467,406,685
229,15,0.5218,495,392,654,802
229,6,0.4801,1134,8,1705,1068
229,25,0.6946,1077,419,1203,820
229,27,0.6178,943,292,1112,925
229,28,0.6459,643,478,724,707
229,32,0.5319,824,436,915,726
230,1,0.6067,143,475,221,684
230,2,0.7038,224,474,299,692
230,7,0.772,312,469,407,685
230,15,0.5212,495,394,652,802
230,6,0.4859,1107,8,1653,1068
230,25,0.6541,1086,419,1197,821
230,27,0.6144,949,292,1122,938
230,28,0.6502,640,478,725,710
230,32,0.5631,819,438,911,727
231,1,0.5896,141,475,220,684
231,2,0.7134,223,475,299,691
231,7,0.7958,311,470,392,686
231,15,0.5071,495,397,649,803
231,6,0.4856,1092,6,1607,1070
231,27,0.6065,957,292,1125,937
231,28,0.6279,638,480,725,709
231,32,0.5174,818,439,907,727
231,33,0.6098,1712,452,1837,743
232,1,0.5908,140,474,219,686
232,2,0.714,224,477,300,687
232,7,0.7936,309,469,386,687
232,15,0.5102,492,399,646,803
232,6,0.5013,1070,7,1571,1069
232,27,0.6119,959,292,1130,937
232,28,0.6217,636,481,723,710
232,32,0.4955,803,438,907,725
232,33,0.634,1715,451,1838,743
233,1,0.5994,141,475,218,687
233,2,0.7117,224,475,300,687
233,7,0.7828,308,467,385,687
233,15,0.5417,486,398,643,798
233,6,0.5049,1067,7,1550,1068
233,27,0.5997,965,293,1145,941
233,28,0.6157,632,483,715,710
233,32,0.4937,785,437,901,722
233,33,0.627,1718,439,1839,741
234,1,0.612,143,476,217,688
234,2,0.7048,224,474,301,687
234,7,0.7714,310,467,384,688
234,15,0.5441,481,397,640,795
234,6,0.4971,1062,7,1531,1069
234,27,0.6031,966,292,1136,942
234,28,0.617,630,484,717,707
234,32,0.5134,787,440,900,723
234,33,0.6388,1712,435,1838,739
235,1,0.5922,143,475,216,688
235,2,0.6909,223,474,302,688
235,7,0.7746,307,466,384,687
235,15,0.556,471,397,638,795
235,6,0.4763,1055,6,1511,1073
235,27,0.6107,972,291,1130,950
235,28,0.6166,628,482,710,706
235,32,0.541,782,442,895,726
235,33,0.6405,1703,435,1835,737
236,1,0.5957,142,473,216,688
236,2,0.6807,223,473,304,688
236,7,0.7571,306,466,382,687
236,15,0.5597,466,397,634,793
236,6,0.4606,1043,7,1489,1070
236,27,0.5665,971,289,1132,953
236,28,0.6005,624,484,708,705
236,32,0.5215,779,443,897,727
236,33,0.6385,1697,434,1826,734
237,1,0.5766,145,472,216,686
237,2,0.6911,223,472,304,688
237,7,0.7449,305,467,381,686
237,15,0.5519,458,396,631,789
237,6,0.4733,1026,6,1466,1068
237,27,0.5578,985,346,1158,960
237,28,0.6289,622,486,702,703
237,32,0.5263,774,441,887,725
237,33,0.64,1696,433,1815,731
237,34,0.5317,1784,355,1919,841
238,1,0.603,145,473,216,684
238,2,0.6887,223,472,305,687
238,7,0.7378,304,469,379,684
238,15,0.5587,454,397,630,784
238,6,0.4804,1021,5,1452,1068
238,28,0.6113,620,485,700,703
238,32,0.5008,778,443,886,724
238,33,0.6649,1695,433,1807,729
238,34,0.5212,1785,359,1919,838
239,1,0.5955,146,472,216,684
239,2,0.6694,223,474,305,684
239,7,0.7225,303,471,379,683
239,15,0.5493,447,397,629,782
239,6,0.4705,1001,5,1434,1069
239,28,0.6061,618,484,697,702
239,32,0.5118,774,440,882,725
239,33,0.6394,1694,438,1803,723
239,34,0.5197,1785,362,1919,839
240,1,0.579,148,471,216,684
240,2,0.6567,223,476,304,683
240,7,0.7521,304,469,378,683
240,15,0.5314,445,397,628,783
240,6,0.463,990,5,1416,1071
240,28,0.6118,615,481,698,702
240,32,0.5399,772,438,878,723
240,33,0.5925,1687,437,1776,712
240,34,0.5478,1785,359,1919,842
241,1,0.5883,149,471,216,684
241,2,0.6576,224,477,303,682
241,7,0.7419,304,469,377,684
241,15,0.5349,443,398,621,782
241,6,0.4789,989,7,1404,1067
241,28,0.6131,610,477,694,705
241,32,0.5327,772,435,874,719
241,33,0.579,1675,437,1763,710
241,34,0.5461,1770,359,1919,838
241,35,0.5635,1426,433,1551,748
242,1,0.5978,148,470,217,684
242,2,0.6668,225,478,303,682
242,7,0.7485,304,469,377,686
242,15,0.5374,440,398,618,780
242,6,0.4883,988,5,1392,1068
242,28,0.601,607,472,691,705
242,32,0.5138,769,439,859,718
242,33,0.5767,1672,439,1758,709
242,34,0.5451,1747,366,1918,839
242,35,0.5541,1425,433,1549,749
243,1,0.5972,148,470,217,682
243,2,0.6668,225,476,305,682
243,7,0.7501,301,469,376,686
243,15,0.5397,436,397,615,782
243,6,0.4803,979,4,1370,1068
243,28,0.6283,607,468,688,704
243,32,0.5189,766,435,849,718
243,33,0.5273,1672,441,1752,709
243,34,0.5469,1728,364,1915,839
243,35,0.5562,1424,433,1548,749
244,1,0.592,148,472,216,681
244,2,0.6795,225,477,305,686
244,7,0.7533,300,471,375,685
244,15,0.5353,434,397,611,783
244,6,0.4773,969,3,1353,1068
244,28,0.6299,602,473,686,702
244,32,0.4918,763,435,844,715
244,33,0.5709,1664,444,1754,711
244,34,0.53,1715,368,1909,834
244,35,0.561,1424,431,1547,749
245,1,0.6049,148,474,217,684
245,2,0.6728,225,479,307,684
245,7,0.7453,300,473,375,683
245,15,0.5264,432,399,607,784
245,6,0.468,954,5,1341,1070
245,28,0.6482,600,472,683,703
245,32,0.5026,761,435,842,715
245,33,0.5911,1665,446,1754,712
245,34,0.5279,1717,372,1904,834
245,35,0.5678,1426,431,1547,749
246,1,0.6021,149,476,217,682
246,2,0.6659,224,479,307,685
246,7,0.7339,300,476,374,681
246,15,0.5259,431,400,604,784
246,6,0.4685,941,4,1327,1071
246,28,0.6401,597,476,682,703
246,32,0.4898,758,435,841,715
246,33,0.5896,1658,442,1745,706
246,34,0.5448,1713,378,1905,835
246,35,0.5649,1426,431,1547,749
247,1,0.6116,148,476,220,678
247,2,0.6545,225,479,304,684
247,7,0.7562,299,477,375,685
247,15,0.5203,430,401,603,783
247,6,0.4798,928,2,1329,1070
247,28,0.6436,595,480,681,706
247,32,0.5103,754,435,838,715
247,33,0.5948,1656,439,1738,710
247,34,0.5492,1712,368,1895,833
247,35,0.5768,1427,431,1546,749
248,1,0.5999,147,477,220,677
248,2,0.6593,226,479,302,683
248,7,0.7443,299,477,375,686
248,15,0.535,430,403,603,785
248,6,0.4777,924,2,1306,1072
248,28,0.6578,594,483,678,703
248,32,0.4989,748,440,836,716
248,33,0.6116,1612,441,1728,716
248,34,0.5606,1711,380,1892,831
248,35,0.571,1427,432,1547,749
249,1,0.6167,148,477,220,678
249,2,0.6924,224,477,301,682
249,7,0.7827,302,476,374,684
249,15,0.5301,430,403,602,783
249,6,0.4851,917,3,1318,1071
249,28,0.6875,593,483,676,703
249,32,0.5237,741,448,833,717
249,33,0.6282,1610,439,1723,716
249,34,0.5611,1707,383,1884,830
249,35,0.5719,1427,432,1547,749
250,1,0.6105,150,477,220,678
250,2,0.7008,225,477,300,681
250,7,0.793,299,476,374,685
250,15,0.5408,429,402,600,780
250,6,0.4763,903,4,1311,1071
250,28,0.6882,590,484,671,701
250,32,0.5069,737,447,829,715
250,33,0.6289,1616,439,1715,717
250,34,0.5713,1698,380,1870,824
250,35,0.5716,1426,432,1546,749
251,1,0.6237,151,478,220,682
251,2,0.7024,225,477,299,679
251,7,0.8109,299,475,375,686
251,15,0.5423,426,402,597,783
251,6,0.4521,893,5,1325,1071
251,28,0.6913,587,487,661,695
251,32,0.5164,735,448,827,717
251,33,0.6408,1620,439,1710,717
251,34,0.5798,1695,382,1852,818
251,35,0.5705,1426,432,1546,750
252,1,0.6112,150,476,220,683
252,2,0.6882,224,474,299,680
252,7,0.8021,299,475,374,684
252,15,0.5399,426,402,594,782
252,6,0.457,888,7,1274,1072
252,28,0.6926,584,485,656,695
252,32,0.4922,732,449,824,716
252,33,0.6323,1620,440,1701,715
252,34,0.5633,1683,383,1832,815
252,35,0.5756,1426,432,1546,750
253,1,0.6061,152,476,221,682
253,2,0.6773,225,474,300,679
253,7,0.7979,299,476,374,684
253,15,0.5489,426,402,590,781
253,6,0.4579,887,7,1270,1070
253,28,0.7077,581,481,657,699
253,32,0.5157,731,448,821,714
253,33,0.6066,1616,439,1696,716
253,34,0.5367,1672,386,1822,814
253,35,0.5725,1426,432,1547,750
254,1,0.6057,152,473,224,682
254,2,0.666,225,474,300,678
254,7,0.8135,299,476,374,684
254,15,0.54,419,403,586,777
254,6,0.4495,886,10,1260,1069
254,28,0.703,578,483,651,698
254,32,0.5181,728,451,815,713
254,33,0.6082,1611,438,1692,718
254,34,0.543,1669,384,1816,814
254,35,0.5834,1425,431,1546,750
255,1,0.5825,151,472,225,680
255,2,0.6587,227,477,299,675
255,7,0.7498,299,475,372,683
255,15,0.551,416,404,582,774
255,6,0.4397,883,12,1235,1067
255,28,0.681,575,483,648,696
255,32,0.5228,726,452,812,713
255,33,0.6089,1606,438,1687,716
255,34,0.5413,1645,383,1807,816
255,35,0.5754,1425,431,1545,750
255,36,0.6039,1196,323,1381,1025
256,1,0.574,151,472,227,678
256,2,0.6674,228,477,299,673
256,7,0.7529,301,474,371,683
256,15,0.5389,416,404,581,771
256,6,0.4482,878,14,1226,1068
256,28,0.6594,572,482,645,696
256,32,0.5505,726,453,809,708
256,33,0.5813,1609,438,1685,716
256,34,0.5605,1637,382,1806,815
256,35,0.5631,1424,430,1545,750
256,36,0.6075,1181,252,1379,1038
257,1,0.5665,152,473,225,680
257,2,0.6484,229,477,299,672
257,7,0.7436,301,474,371,683
257,15,0.5641,417,406,579,770
257,6,0.4546,870,23,1221,1068
257,28,0.631,568,479,644,695
257,32,0.5536,722,453,808,709
257,33,0.5989,1603,438,1682,720
257,34,0.5755,1643,384,1811,814
257,35,0.5842,1424,429,1548,750
257,36,0.6113,1164,236,1377,1039
258,1,0.5612,154,474,227,681
258,2,0.6551,231,478,299,672
258,7,0.7515,301,474,372,683
258,15,0.5515,417,404,577,774
258,6,0.4444,862,33,1197,1067
258,28,0.6274,566,478,642,693
258,32,0.52,719,452,806,707
258,33,0.6378,1602,438,1678,714
258,34,0.608,1648,385,1806,812
258,35,0.5644,1424,428,1547,749
258,36,0.5996,1164,226,1376,1045
258,37,0.4828,806,485,866,692
259,1,0.5607,154,474,229,681
259,2,0.6362,231,478,298,673
259,7,0.7449,300,474,371,682
259,15,0.5422,419,403,577,773
259,6,0.4389,858,35,1186,1069
259,28,0.6135,563,478,637,691
259,32,0.4827,716,451,803,709
259,33,0.6346,1598,436,1679,712
259,34,0.6219,1649,387,1806,813
259,35,0.5531,1423,426,1547,748
259,36,0.6047,1150,220,1381,1043
259,37,0.471,800,484,863,692
260,1,0.5681,156,475,229,681
260,2,0.6582,234,482,299,673
260,7,0.7555,300,473,372,681
260,15,0.5465,418,405,575,773
260,6,0.4381,851,41,1188,1068
260,28,0.6254,561,479,633,690
260,32,0.4904,712,450,800,711
260,34,0.6226,1633,389,1792,813
260,35,0.5999,1421,427,1547,748
260,36,0.6143,1148,215,1393,1042
260,37,0.4841,796,486,865,690
261,1,0.5551,157,475,229,680
261,2,0.689,234,484,300,674
261,7,0.7779,301,473,372,681
261,15,0.5479,418,412,570,770
261,6,0.4441,836,41,1171,1070
261,28,0.6151,556,477,628,694
261,32,0.4518,709,448,795,710
261,34,0.5883,1625,405,1782,809
261,35,0.6074,1418,428,1547,745
261,36,0.62,1161,211,1408,1039
261,37,0.4965,791,483,864,691
262,1,0.5776,158,476,230,679
262,2,0.7384,235,485,300,674
262,7,0.7905,301,473,372,681
262,15,0.5387,419,413,568,769
262,6,0.4482,830,50,1161,1074
262,28,0.6455,553,477,625,695
262,32,0.47,705,448,792,710
262,34,0.5986,1630,402,1769,808
262,35,0.6083,1418,427,1548,743
262,36,0.6155,1189,205,1430,1040
262,37,0.4894,788,484,859,690
263,1,0.5634,159,476,230,679
263,2,0.7143,235,485,300,673
263,7,0.7835,300,472,372,681
263,15,0.5414,418,414,566,769
263,6,0.4476,815,61,1158,1071
263,28,0.6399,549,476,624,696
263,32,0.4837,702,449,791,712
263,34,0.5878,1634,400,1770,809
263,35,0.6042,1421,427,1547,742
263,36,0.6177,1206,203,1447,1040
263,37,0.4961,786,482,854,690
264,1,0.5656,162,478,231,677
264,2,0.6958,235,484,300,672
264,7,0.7742,300,473,371,681
264,15,0.5345,418,415,564,771
264,6,0.4467,798,72,1143,1073
264,28,0.6348,550,480,622,687
264,32,0.4824,699,453,786,711
264,34,0.5975,1627,393,1759,807
264,35,0.6105,1421,428,1548,741
